node_id1,node_id2,label_id1,label_id2,ibd_sum,ibd_n
node_7,node_9,чеченцы,чеченцы,17.0875,2
node_7,node_10,чеченцы,чеченцы,26.2671,3
node_7,node_13,чеченцы,чеченцы,9.34068,1
node_7,node_359,чеченцы,чеченцы,15.4212,2
node_7,node_559,чеченцы,чеченцы,9.20726,1
node_8,node_9,чеченцы,чеченцы,21.8716,3
node_8,node_10,чеченцы,чеченцы,17.229,2
node_8,node_11,чеченцы,чеченцы,59.7884,5
node_8,node_333,чеченцы,ингуши,14.9019,2
node_8,node_383,чеченцы,чеченцы,25.7493,2
node_8,node_534,чеченцы,ингуши,15.7006,1
node_8,node_541,чеченцы,чеченцы,8.68078,1
node_9,node_10,чеченцы,чеченцы,37.6221,3
node_9,node_13,чеченцы,чеченцы,44.4227,5
node_9,node_15,чеченцы,чеченцы,32.4614,3
node_9,node_299,чеченцы,чеченцы,8.16795,1
node_9,node_418,чеченцы,чеченцы,17.9144,2
node_9,node_450,чеченцы,чеченцы,21.0994,2
node_9,node_451,чеченцы,чеченцы,8.32349,1
node_9,node_541,чеченцы,чеченцы,30.4574,3
node_9,node_561,чеченцы,чеченцы,24.3255,3
node_9,node_588,чеченцы,чеченцы,8.35286,1
node_9,node_618,чеченцы,чеченцы,8.22939,1
node_10,node_21,чеченцы,"кабардинцы,черкесы,адыгейцы",8.07101,1
node_10,node_350,чеченцы,чеченцы,16.8352,2
node_10,node_543,чеченцы,чеченцы,8.58362,1
node_10,node_559,чеченцы,чеченцы,8.44644,1
node_10,node_577,чеченцы,чеченцы,8.25542,1
node_10,node_607,чеченцы,чеченцы,8.63265,1
node_11,node_14,чеченцы,чеченцы,25.6575,3
node_11,node_15,чеченцы,чеченцы,8.50978,1
node_11,node_301,чеченцы,чеченцы,8.08943,1
node_11,node_370,чеченцы,чеченцы,13.7155,1
node_11,node_383,чеченцы,чеченцы,26.5554,2
node_11,node_245,чеченцы,осетины,16.8835,2
node_11,node_589,чеченцы,ингуши,8.48889,1
node_12,node_329,чеченцы,чеченцы,9.0082,1
node_12,node_354,чеченцы,чеченцы,8.93443,1
node_12,node_550,чеченцы,чеченцы,17.8326,2
node_12,node_580,чеченцы,чеченцы,9.12228,1
node_12,node_594,чеченцы,чеченцы,8.20998,1
node_13,node_15,чеченцы,чеченцы,49.694,5
node_13,node_367,чеченцы,ингуши,11.2944,1
node_13,node_418,чеченцы,чеченцы,11.5592,1
node_14,node_15,чеченцы,чеченцы,15.6664,2
node_14,node_301,чеченцы,чеченцы,8.08943,1
node_14,node_560,чеченцы,ингуши,10.136,1
node_15,node_55,чеченцы,"кабардинцы,черкесы,адыгейцы",8.61266,1
node_15,node_319,чеченцы,чеченцы,14.3612,2
node_15,node_341,чеченцы,чеченцы,12.2546,1
node_15,node_418,чеченцы,чеченцы,8.9572,1
node_15,node_450,чеченцы,чеченцы,18.1302,2
node_15,node_541,чеченцы,чеченцы,13.1759,1
node_16,node_32,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",25.4962,3
node_16,node_36,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.18736,1
node_16,node_38,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",15.6746,2
node_16,node_48,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",22.9991,3
node_16,node_49,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",25.1959,2
node_16,node_56,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",13.3008,1
node_16,node_77,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",12.4447,1
node_16,node_89,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.59204,1
node_16,node_98,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.20855,1
node_17,node_25,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",18.4284,2
node_17,node_31,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",23.411,3
node_17,node_34,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.2596,1
node_17,node_42,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.43011,1
node_17,node_45,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.43007,1
node_17,node_270,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.77133,1
node_18,node_23,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.5749,1
node_18,node_24,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.12561,1
node_18,node_31,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",16.1136,2
node_18,node_32,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",28.3999,3
node_18,node_33,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.2977,1
node_18,node_35,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.29909,1
node_18,node_42,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",31.1985,3
node_18,node_43,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",140.253,14
node_18,node_44,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",41.1516,5
node_18,node_53,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.0712,1
node_18,node_97,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",18.7862,2
node_19,node_32,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",20.6832,2
node_19,node_33,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.98347,1
node_19,node_34,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.38615,1
node_19,node_38,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.22109,1
node_19,node_40,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",17.2035,2
node_19,node_45,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",19.1869,2
node_19,node_57,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.4377,1
node_19,node_64,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.46822,1
node_19,node_74,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.1513,1
node_19,node_77,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.78422,1
node_19,node_85,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",18.4685,2
node_19,node_114,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",10.0272,1
node_20,node_51,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.1545,1
node_20,node_56,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.94231,1
node_20,node_77,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",18.4789,2
node_20,node_84,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",21.6282,2
node_20,node_93,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",12.5748,1
node_20,node_100,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.5996,1
node_20,node_104,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.75497,1
node_20,node_275,"кабардинцы,черкесы,адыгейцы",осетины,9.96526,1
node_20,node_286,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",11.5144,1
node_21,node_57,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.5876,1
node_21,node_58,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",12.7856,1
node_21,node_79,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",14.5189,1
node_21,node_93,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.4403,1
node_21,node_104,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.3433,1
node_21,node_111,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",11.6332,1
node_21,node_397,"кабардинцы,черкесы,адыгейцы",ингуши,21.3877,1
node_21,node_480,"кабардинцы,черкесы,адыгейцы",чеченцы,8.7753,1
node_21,node_495,"кабардинцы,черкесы,адыгейцы",ногайцы,8.40254,1
node_21,node_566,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",21.177,2
node_22,node_27,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",15.9642,2
node_22,node_41,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.201,1
node_22,node_54,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.16129,1
node_22,node_62,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",18.047,2
node_22,node_87,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.3472,1
node_22,node_91,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.4324,1
node_22,node_93,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.26579,1
node_22,node_95,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.20094,1
node_22,node_96,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",16.1265,2
node_22,node_108,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",20.1898,2
node_22,node_347,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",18.0716,2
node_22,node_483,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",11.7364,1
node_23,node_25,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",17.6186,2
node_23,node_31,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.0287,1
node_23,node_34,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.4871,1
node_23,node_42,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",160.208,17
node_23,node_44,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",43.3955,4
node_23,node_45,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.0541,1
node_23,node_46,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",34.9661,3
node_23,node_47,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",34.5731,3
node_23,node_49,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.58993,1
node_24,node_31,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",27.2061,3
node_24,node_42,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",14.9845,2
node_24,node_43,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",54.8444,5
node_24,node_99,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.05864,1
node_24,node_308,"кабардинцы,черкесы,адыгейцы",ингуши,8.1134,1
node_24,node_339,"кабардинцы,черкесы,адыгейцы",чеченцы,8.4777,1
node_25,node_29,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",12.5915,1
node_25,node_33,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.59634,1
node_25,node_38,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.0541,1
node_25,node_42,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",82.4081,8
node_25,node_44,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",92.4608,7
node_25,node_70,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.13893,1
node_25,node_72,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.0621,1
node_25,node_75,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.0417,1
node_25,node_88,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.74216,1
node_25,node_351,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",8.67403,1
node_25,node_357,"кабардинцы,черкесы,адыгейцы",осетины,8.05318,1
node_26,node_29,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.40756,1
node_26,node_34,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",23.1135,1
node_26,node_37,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",35.7412,3
node_26,node_39,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",61.5326,4
node_26,node_41,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.11839,1
node_26,node_43,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",17.5321,2
node_26,node_45,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",17.9164,2
node_26,node_47,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.88435,1
node_26,node_49,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",21.0051,2
node_26,node_100,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.35576,1
node_26,node_348,"кабардинцы,черкесы,адыгейцы",осетины,8.56015,1
node_26,node_498,"кабардинцы,черкесы,адыгейцы",ногайцы,8.04086,1
node_26,node_566,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",8.96752,1
node_27,node_62,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.7357,1
node_27,node_76,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.1599,1
node_27,node_86,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.1599,1
node_27,node_90,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",28.5047,3
node_27,node_113,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",9.90685,1
node_27,node_115,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",13.892,1
node_27,node_363,"кабардинцы,черкесы,адыгейцы",осетины,9.92964,1
node_27,node_392,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",8.01513,1
node_27,node_535,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.17033,1
node_27,node_554,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",8.90186,1
node_27,node_571,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.90994,1
node_28,node_30,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",15.5832,1
node_28,node_88,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",24.8529,2
node_28,node_395,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",8.68628,1
node_29,node_58,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.08099,1
node_29,node_59,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",12.3619,1
node_29,node_70,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.37733,1
node_29,node_84,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.08099,1
node_30,node_51,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",16.4756,1
node_30,node_56,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.51306,1
node_30,node_59,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",12.5266,1
node_30,node_70,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",15.5622,2
node_30,node_610,"кабардинцы,черкесы,адыгейцы",ингуши,10.6267,1
node_31,node_32,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",89.6223,7
node_31,node_33,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",25.1041,3
node_31,node_36,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.7172,1
node_31,node_39,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",20.2259,2
node_31,node_40,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",26.944,2
node_31,node_41,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",18.0325,2
node_31,node_49,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",15.3917,2
node_31,node_51,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",14.3389,2
node_31,node_192,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.1949,1
node_32,node_37,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",14.6042,2
node_32,node_40,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",36.2332,4
node_32,node_47,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",190.46,13
node_32,node_62,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",12.2316,1
node_32,node_64,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.29462,1
node_32,node_78,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.03476,1
node_32,node_97,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",12.7336,1
node_33,node_35,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.53691,1
node_33,node_37,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",16.8647,1
node_33,node_39,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",38.3744,3
node_33,node_42,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.62657,1
node_33,node_46,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",42.5337,5
node_33,node_72,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.12888,1
node_33,node_79,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.56858,1
node_33,node_80,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.44253,1
node_33,node_453,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",9.05891,1
node_33,node_259,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.44738,1
node_34,node_36,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",14.2518,2
node_34,node_47,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",12.2015,1
node_34,node_103,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.20993,1
node_34,node_116,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",8.90032,1
node_34,node_200,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",14.9683,2
node_35,node_37,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.7925,1
node_35,node_39,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.81557,1
node_35,node_84,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.66636,1
node_35,node_88,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.8676,1
node_35,node_100,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.253,1
node_35,node_102,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.45827,1
node_35,node_123,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",8.05784,1
node_36,node_38,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",49.8925,3
node_36,node_40,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",15.4851,1
node_36,node_41,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",23.3028,3
node_36,node_43,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",35.8854,4
node_36,node_52,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",16.1499,2
node_36,node_68,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.26376,1
node_36,node_191,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",9.76428,1
node_37,node_44,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",22.883,3
node_37,node_46,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.4743,1
node_37,node_49,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",20.1246,2
node_37,node_55,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.3342,1
node_37,node_63,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.51959,1
node_37,node_75,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.7438,1
node_37,node_78,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.0317,1
node_37,node_79,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",29.7283,3
node_37,node_94,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.07224,1
node_37,node_99,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",11.3172,1
node_37,node_119,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",8.89009,1
node_37,node_120,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы",8.82912,1
node_37,node_479,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",10.4509,1
node_38,node_41,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",92.7906,5
node_38,node_42,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",151.643,7
node_38,node_45,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",25.6628,3
node_38,node_49,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",24.3871,3
node_38,node_53,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.10736,1
node_39,node_40,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",139.428,9
node_39,node_41,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",19.6452,2
node_39,node_45,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",196.293,15
node_39,node_87,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.79315,1
node_39,node_139,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы",8.40637,1
