node_id1,node_id2,label_id1,label_id2
node_114,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_116,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_117,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_117,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_119,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_119,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_119,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_120,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_120,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_127,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_127,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_130,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_115,node_134,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_116,node_123,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_116,node_128,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_116,node_128,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_118,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_120,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_120,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_123,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_124,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_124,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_125,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_127,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_127,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_130,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_134,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_117,node_222,"карачаевцы,балкарцы","кабардинцы,черкесы,адыгейцы"
node_119,node_121,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_119,node_121,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_119,node_121,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_119,node_122,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_119,node_124,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_119,node_132,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_120,node_125,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_120,node_125,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_120,node_126,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_120,node_127,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_120,node_130,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_120,node_134,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_120,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_121,node_122,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_121,node_132,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_122,node_132,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_124,node_127,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_125,node_134,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_125,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_125,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_125,node_222,"карачаевцы,балкарцы","кабардинцы,черкесы,адыгейцы"
node_125,node_292,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_126,node_132,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_126,node_132,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_126,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_130,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_132,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_134,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_134,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_127,node_224,"карачаевцы,балкарцы","кабардинцы,черкесы,адыгейцы"
node_128,node_132,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_128,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_128,node_208,"карачаевцы,балкарцы",ингуши
node_128,node_212,"карачаевцы,балкарцы",ингуши
node_129,node_132,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_129,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_129,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_130,node_134,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_131,node_135,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_134,node_219,"карачаевцы,балкарцы","кабардинцы,черкесы,адыгейцы"
node_137,node_209,"кабардинцы,черкесы,адыгейцы",ингуши
node_139,node_201,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы"
node_142,node_164,дагестанские народы,дагестанские народы
node_148,node_150,дагестанские народы,дагестанские народы
node_154,node_158,дагестанские народы,дагестанские народы
node_154,node_158,дагестанские народы,дагестанские народы
node_154,node_158,дагестанские народы,дагестанские народы
node_154,node_158,дагестанские народы,дагестанские народы
node_154,node_158,дагестанские народы,дагестанские народы
node_159,node_164,дагестанские народы,дагестанские народы
node_161,node_162,дагестанские народы,дагестанские народы
node_161,node_167,дагестанские народы,дагестанские народы
node_161,node_167,дагестанские народы,дагестанские народы
node_161,node_167,дагестанские народы,дагестанские народы
node_161,node_167,дагестанские народы,дагестанские народы
node_163,node_167,дагестанские народы,дагестанские народы
node_163,node_167,дагестанские народы,дагестанские народы
node_169,node_175,дагестанские народы,дагестанские народы
node_172,node_177,дагестанские народы,дагестанские народы
node_172,node_177,дагестанские народы,дагестанские народы
node_172,node_178,дагестанские народы,дагестанские народы
node_172,node_178,дагестанские народы,дагестанские народы
node_173,node_176,дагестанские народы,дагестанские народы
node_173,node_176,дагестанские народы,дагестанские народы
node_173,node_177,дагестанские народы,дагестанские народы
node_173,node_178,дагестанские народы,дагестанские народы
node_174,node_178,дагестанские народы,дагестанские народы
node_174,node_178,дагестанские народы,дагестанские народы
node_176,node_178,дагестанские народы,дагестанские народы
node_182,node_187,дагестанские народы,дагестанские народы
node_184,node_186,дагестанские народы,дагестанские народы
node_185,node_186,дагестанские народы,дагестанские народы
node_185,node_186,дагестанские народы,дагестанские народы
node_185,node_186,дагестанские народы,дагестанские народы
node_185,node_186,дагестанские народы,дагестанские народы
node_223,node_283,кумыки,"карачаевцы,балкарцы"
node_223,node_444,кумыки,кумыки
node_232,node_240,ногайцы,ногайцы
node_242,node_243,осетины,осетины
node_242,node_244,осетины,осетины
node_242,node_244,осетины,осетины
node_242,node_279,осетины,"карачаевцы,балкарцы"
node_245,node_247,осетины,осетины
node_247,node_283,осетины,"карачаевцы,балкарцы"
node_247,node_285,осетины,"карачаевцы,балкарцы"
node_259,node_479,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы"
node_262,node_277,ингуши,"карачаевцы,балкарцы"
node_262,node_333,ингуши,ингуши
node_262,node_333,ингуши,ингуши
node_262,node_404,ингуши,чеченцы
node_262,node_490,ингуши,чеченцы
node_262,node_581,ингуши,дагестанские народы
node_262,node_624,ингуши,ингуши
node_265,node_412,осетины,осетины
node_265,node_427,осетины,чеченцы
node_265,node_493,осетины,осетины
node_265,node_614,осетины,осетины
node_265,node_615,осетины,осетины
node_265,node_615,осетины,осетины
node_265,node_620,осетины,осетины
node_266,node_334,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_266,node_501,"карачаевцы,балкарцы",ногайцы
node_266,node_538,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_267,node_346,дагестанские народы,дагестанские народы
node_268,node_352,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_360,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_368,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_392,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_392,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_501,"карачаевцы,балкарцы",ногайцы
node_268,node_530,"карачаевцы,балкарцы","кабардинцы,черкесы,адыгейцы"
node_268,node_538,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_538,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_549,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_554,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_556,"карачаевцы,балкарцы",ингуши
node_268,node_576,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_268,node_586,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_270,node_355,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы"
node_271,node_316,дагестанские народы,чеченцы
node_271,node_393,дагестанские народы,дагестанские народы
node_271,node_441,дагестанские народы,кумыки
node_271,node_521,дагестанские народы,чеченцы
node_271,node_521,дагестанские народы,чеченцы
node_272,node_295,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы"
node_272,node_307,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы"
node_272,node_307,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы"
node_272,node_328,"кабардинцы,черкесы,адыгейцы",осетины
node_272,node_331,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы"
node_272,node_331,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы"
node_272,node_360,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы"
node_272,node_592,"кабардинцы,черкесы,адыгейцы","кабардинцы,черкесы,адыгейцы"
node_272,node_593,"кабардинцы,черкесы,адыгейцы","карачаевцы,балкарцы"
node_272,node_604,"кабардинцы,черкесы,адыгейцы",осетины
node_272,node_620,"кабардинцы,черкесы,адыгейцы",осетины
node_272,node_629,"кабардинцы,черкесы,адыгейцы",осетины
node_273,node_625,осетины,осетины
node_275,node_336,осетины,чеченцы
node_275,node_344,осетины,"карачаевцы,балкарцы"
node_275,node_357,осетины,осетины
node_275,node_357,осетины,осетины
node_275,node_362,осетины,чеченцы
node_275,node_365,осетины,ингуши
node_275,node_372,осетины,осетины
node_275,node_372,осетины,осетины
node_275,node_372,осетины,осетины
node_275,node_382,осетины,осетины
node_275,node_384,осетины,ингуши
node_275,node_395,осетины,"карачаевцы,балкарцы"
node_275,node_476,осетины,"карачаевцы,балкарцы"
node_275,node_476,осетины,"карачаевцы,балкарцы"
node_275,node_520,осетины,осетины
node_275,node_528,осетины,чеченцы
node_275,node_534,осетины,ингуши
node_275,node_546,осетины,чеченцы
node_275,node_604,осетины,осетины
node_275,node_613,осетины,осетины
node_275,node_615,осетины,осетины
node_275,node_623,осетины,ингуши
node_275,node_625,осетины,осетины
node_277,node_282,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_277,node_284,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_277,node_290,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_280,node_284,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_281,node_291,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_286,node_289,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_288,node_290,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_360,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_360,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_360,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_360,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_363,"карачаевцы,балкарцы",осетины
node_295,node_381,"карачаевцы,балкарцы",осетины
node_295,node_392,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_392,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_395,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_395,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_395,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_395,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_395,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_453,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_493,"карачаевцы,балкарцы",осетины
node_295,node_510,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_510,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_538,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_549,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_549,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_554,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_554,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_576,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_576,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_576,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_576,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_586,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_586,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_586,"карачаевцы,балкарцы","карачаевцы,балкарцы"
node_295,node_597,"карачаевцы,балкарцы",ингуши
node_295,node_614,"карачаевцы,балкарцы",осетины
node_296,node_299,осетины,чеченцы
node_296,node_344,осетины,"карачаевцы,балкарцы"
node_296,node_348,осетины,осетины
node_296,node_348,осетины,осетины
node_296,node_366,осетины,осетины
node_296,node_375,осетины,осетины
node_296,node_382,осетины,осетины
node_296,node_395,осетины,"карачаевцы,балкарцы"
node_296,node_419,осетины,чеченцы
node_296,node_453,осетины,"карачаевцы,балкарцы"
node_296,node_476,осетины,"карачаевцы,балкарцы"
node_296,node_510,осетины,"карачаевцы,балкарцы"
node_296,node_598,осетины,осетины
node_296,node_613,осетины,осетины
node_298,node_390,дагестанские народы,дагестанские народы
node_298,node_406,дагестанские народы,дагестанские народы
node_298,node_478,дагестанские народы,чеченцы
node_298,node_604,дагестанские народы,осетины
node_299,node_309,чеченцы,чеченцы
node_299,node_312,чеченцы,чеченцы
node_299,node_341,чеченцы,чеченцы
node_299,node_342,чеченцы,чеченцы
node_299,node_342,чеченцы,чеченцы
node_299,node_342,чеченцы,чеченцы
node_299,node_342,чеченцы,чеченцы
node_299,node_382,чеченцы,осетины
node_299,node_383,чеченцы,чеченцы
node_299,node_402,чеченцы,чеченцы
node_299,node_425,чеченцы,чеченцы
node_299,node_427,чеченцы,чеченцы
node_299,node_427,чеченцы,чеченцы
node_299,node_491,чеченцы,чеченцы
node_299,node_491,чеченцы,чеченцы
node_299,node_491,чеченцы,чеченцы
node_299,node_491,чеченцы,чеченцы
node_299,node_491,чеченцы,чеченцы
node_299,node_492,чеченцы,ингуши
node_299,node_528,чеченцы,чеченцы
node_299,node_574,чеченцы,чеченцы
node_299,node_574,чеченцы,чеченцы
node_299,node_580,чеченцы,чеченцы
node_299,node_586,чеченцы,"карачаевцы,балкарцы"
node_299,node_588,чеченцы,чеченцы
node_299,node_588,чеченцы,чеченцы
node_299,node_594,чеченцы,чеченцы
node_299,node_597,чеченцы,ингуши
node_299,node_597,чеченцы,ингуши
node_299,node_597,чеченцы,ингуши
node_299,node_597,чеченцы,ингуши
node_299,node_598,чеченцы,осетины
node_299,node_602,чеченцы,чеченцы
node_299,node_602,чеченцы,чеченцы
node_299,node_608,чеченцы,ингуши
node_299,node_608,чеченцы,ингуши
node_299,node_616,чеченцы,чеченцы
node_299,node_618,чеченцы,чеченцы
node_300,node_314,дагестанские народы,дагестанские народы
node_300,node_617,дагестанские народы,дагестанские народы
node_301,node_319,чеченцы,чеченцы
node_301,node_350,чеченцы,чеченцы
node_301,node_383,чеченцы,чеченцы
node_301,node_383,чеченцы,чеченцы
node_301,node_383,чеченцы,чеченцы
node_301,node_432,чеченцы,кумыки
node_301,node_450,чеченцы,чеченцы
node_301,node_484,чеченцы,ингуши
node_301,node_514,чеченцы,чеченцы
node_301,node_580,чеченцы,чеченцы
node_301,node_594,чеченцы,чеченцы
node_301,node_594,чеченцы,чеченцы
node_301,node_630,чеченцы,чеченцы
node_302,node_310,ингуши,осетины
node_302,node_315,ингуши,ингуши
node_302,node_315,ингуши,ингуши
node_302,node_319,ингуши,чеченцы
node_302,node_333,ингуши,ингуши
node_302,node_382,ингуши,осетины
node_302,node_404,ингуши,чеченцы
node_302,node_410,ингуши,ингуши
node_302,node_414,ингуши,чеченцы
node_302,node_420,ингуши,чеченцы
node_302,node_425,ингуши,чеченцы
node_302,node_518,ингуши,ингуши
node_302,node_534,ингуши,ингуши
node_302,node_556,ингуши,ингуши
node_302,node_572,ингуши,ингуши
node_302,node_572,ингуши,ингуши
node_302,node_572,ингуши,ингуши
node_302,node_582,ингуши,чеченцы
node_302,node_585,ингуши,ингуши
node_302,node_585,ингуши,ингуши
node_302,node_588,ингуши,чеченцы
node_302,node_593,ингуши,"карачаевцы,балкарцы"
node_302,node_594,ингуши,чеченцы
node_303,node_393,дагестанские народы,дагестанские народы
node_303,node_416,дагестанские народы,чеченцы
node_304,node_364,дагестанские народы,дагестанские народы
node_304,node_374,дагестанские народы,дагестанские народы
